SourceID,TargetID,Relationship Strenght
79,4572,"70,000%"
613,2639,"70,000%"
695,701,"70,000%"
2434,2624,"70,000%"
2550,10026,"70,000%"
2587,2913,"70,000%"
2597,7947,"70,000%"
2705,2828,"70,000%"
2953,4576,"70,000%"
3017,3467,"70,000%"
4013,4237,"70,000%"
7681,7989,"70,000%"
8585,2553,"70,000%"
8595,8546,"70,000%"
9966,5537,"70,000%"
1688,1921,"64,994%"
3097,10080,"64,935%"
9252,9254,"64,935%"
2423,2970,"64,922%"
890,6150,"64,870%"
8590,9287,"64,805%"
998,3918,"64,487%"
48,4169,"64,350%"
3181,8544,"64,350%"
10047,4556,"64,350%"
2916,3467,"64,220%"
8926,8924,"64,220%"
10046,3712,"64,155%"
8597,8646,"63,895%"
9116,9108,"63,895%"
3095,4304,"63,700%"
3573,10080,"63,700%"
8278,9308,"63,310%"
9466,8419,"63,310%"
2419,10080,"63,271%"
2449,7232,"63,050%"
3770,6444,"63,050%"
2781,4139,"63,037%"
9929,6178,"62,972%"
1716,7257,"62,725%"
2260,2063,"62,699%"
8552,8588,"62,660%"
2955,3973,"62,550%"
1516,523,"62,524%"
8194,9308,"62,335%"
892,8555,"62,270%"
2830,2343,"62,264%"
9476,6882,"62,140%"
1450,2174,"61,965%"
10105,1921,"61,776%"
133,491,"61,750%"
2456,10080,"61,750%"
2666,2572,"61,750%"
3105,3468,"61,750%"
8590,8575,"61,620%"
2090,6125,"61,581%"
1683,2133,"61,289%"
1652,2967,"61,198%"
3058,10080,"61,100%"
3095,514,"61,100%"
2731,5112,"61,035%"
8579,8547,"60,905%"
1465,2133,"60,645%"
3263,7637,"60,450%"
1242,6125,"60,229%"
2593,2381,"60,158%"
4258,4219,"59,800%"
9666,5140,"59,800%"
1221,1986,"59,768%"
693,604,"59,293%"
8736,9150,"59,215%"
2648,4301,"59,150%"
4688,3902,"59,150%"
2672,3567,"59,085%"
1213,4202,"58,708%"
8591,8545,"58,630%"
3035,3486,"58,500%"
3649,5112,"58,500%"
4470,5112,"58,500%"
1807,6452,"58,045%"
4613,10080,"57,980%"
1700,1921,"57,850%"
3911,10080,"57,850%"
3036,6441,"57,720%"
8199,9308,"57,655%"
2288,1789,"57,597%"
3617,10080,"57,200%"
4779,4779,"57,200%"
1680,1921,"56,713%"
4779,4779,"56,550%"
2012,2174,"56,485%"
3112,3973,"56,180%"
9789,3381,"56,089%"
1645,1908,"55,920%"
2564,4197,"55,900%"
3054,4577,"55,900%"
1328,1787,"55,848%"
804,7374,"55,822%"
1303,1989,"55,660%"
2292,2053,"55,543%"
1498,5108,"55,263%"
52,5537,"55,250%"
1577,1921,"55,250%"
4421,10080,"55,120%"
4482,4481,"54,990%"
1186,6506,"54,964%"
8107,9415,"54,795%"
9131,9108,"54,665%"
2704,3230,"54,600%"
4313,3570,"54,600%"
8591,9100,"54,535%"
1339,1577,"54,191%"
3874,4237,"54,041%"
1727,2156,"54,015%"
3904,3906,"53,950%"
4123,10080,"53,950%"
2089,1771,"53,560%"
1625,4824,"53,463%"
8594,8588,"53,300%"
9823,6702,"53,222%"
1178,522,"53,209%"
1717,5849,"53,196%"
8578,8261,"52,910%"
2887,8545,"52,858%"
4170,3713,"52,780%"
3777,10080,"52,650%"
8592,6226,"52,650%"
10063,10023,"52,650%"
98,10080,"52,572%"
9837,3550,"52,364%"
2577,4139,"52,325%"
8550,8544,"52,195%"
2747,10080,"52,000%"
1585,1921,"51,922%"
1711,1776,"51,578%"
8596,5443,"51,480%"
2687,8544,"51,370%"
90,10080,"51,350%"
2527,2978,"51,350%"
871,7347,"51,220%"
1501,2133,"51,025%"
1563,1908,"50,941%"
2457,5112,"50,765%"
2867,2709,"50,700%"
4021,10080,"50,700%"
3915,5112,"50,635%"
4185,7197,"50,310%"
2088,4989,"49,537%"
3175,1921,"49,400%"
3930,10080,"49,400%"
4009,10080,"49,400%"
9823,5639,"49,335%"
8281,9308,"49,270%"
9863,9701,"49,264%"
3078,10080,"49,205%"
9038,8998,"49,205%"
661,9880,"49,192%"
8265,8275,"49,153%"
2533,5166,"48,984%"
8288,8334,"48,880%"
9125,4386,"48,880%"
2519,3685,"48,750%"
4338,2356,"48,750%"
1196,4202,"48,594%"
1275,5849,"48,464%"
10113,2709,"48,302%"
8986,6353,"48,165%"
86,5112,"48,100%"
89,755,"48,100%"
1548,1921,"48,100%"
3047,2924,"48,100%"
7929,9493,"47,970%"
9495,6501,"47,697%"
8982,6700,"47,645%"
1910,1862,"47,483%"
3807,3808,"47,450%"
3937,10080,"47,450%"
871,7130,"47,125%"
3784,10080,"46,930%"
2758,3973,"46,800%"
4136,8989,"46,800%"
4671,4436,"46,800%"
1276,1748,"46,774%"
1612,1921,"46,417%"
2465,10080,"46,150%"
3113,2732,"46,020%"
1926,389,"45,539%"
2471,6268,"45,500%"
3195,7947,"45,500%"
3658,4892,"45,435%"
10040,5056,"45,266%"
1695,5044,"45,006%"
8989,2709,"44,896%"
2427,10080,"44,850%"
1545,1921,"44,805%"
9162,9109,"44,720%"
1660,4202,"44,590%"
7667,7774,"44,525%"
7631,5768,"44,363%"
891,8341,"44,200%"
2552,2843,"44,200%"
3195,2796,"44,200%"
3367,4237,"44,200%"
4387,10080,"44,200%"
4705,3894,"44,200%"
770,9415,"44,135%"
8672,8671,"44,135%"
3272,2796,"43,934%"
9665,4323,"43,680%"
9731,7420,"43,596%"
71,3627,"43,550%"
2706,4139,"43,550%"
2743,9779,"43,550%"
3560,3877,"43,550%"
4249,3713,"43,550%"
4268,10080,"43,550%"
2128,3877,"43,355%"
9881,3550,"43,206%"
2169,2118,"43,186%"
1391,5215,"43,180%"
2915,5112,"43,160%"
9879,9707,"43,108%"
1701,2133,"43,024%"
1633,8959,"42,946%"
4757,30,"42,900%"
7704,7779,"42,900%"
10056,4354,"42,900%"
8369,9470,"42,803%"
8462,9242,"42,575%"
8589,8553,"42,575%"
1002,3918,"42,510%"
2549,4273,"42,510%"
8078,9305,"42,445%"
3624,10080,"42,380%"
2615,4202,"42,250%"
2868,4237,"42,250%"
10069,5149,"42,250%"
9700,2709,"42,153%"
59,3399,"42,120%"
8473,7581,"42,055%"
9135,9108,"42,055%"
9464,9290,"41,990%"
1530,1921,"41,737%"
8416,5569,"41,730%"
3149,10080,"41,600%"
4727,3605,"41,600%"
3738,10080,"41,444%"
1986,1908,"41,399%"
1995,2023,"41,386%"
2676,8544,"41,145%"
2502,3713,"40,950%"
2763,6027,"40,950%"
4708,4566,"40,950%"
2162,2053,"40,846%"
1541,2215,"40,697%"
8580,4139,"40,625%"
49,7358,"40,300%"
54,4334,"40,300%"
83,10080,"40,300%"
1602,1921,"40,300%"
2839,6782,"40,300%"
3769,10080,"40,300%"
3992,5112,"40,300%"
8162,9469,"40,300%"
8676,8671,"40,300%"
9933,5090,"40,300%"
2738,4304,"40,209%"
1605,1776,"40,144%"
1719,1340,"40,092%"
8285,9308,"40,040%"
615,7161,"39,956%"
866,8441,"39,845%"
9136,4386,"39,845%"
100,10080,"39,650%"
3067,10080,"39,650%"
3176,2828,"39,650%"
1346,2023,"39,397%"
93,3170,"39,390%"
9888,5023,"39,364%"
840,9471,"39,325%"
9833,2709,"39,052%"
29,5112,"39,000%"
2616,10080,"39,000%"
3242,3602,"39,000%"
3327,3827,"39,000%"
2679,4184,"38,922%"
847,8413,"38,870%"
8374,3727,"38,870%"
8583,8651,"38,870%"
7639,7884,"38,838%"
1674,1843,"38,812%"
8855,5573,"38,740%"
2432,3843,"38,480%"
2713,6445,"38,350%"
2930,4237,"38,350%"
7786,5152,"38,318%"
629,9753,"38,162%"
799,7281,"38,155%"
1371,5512,"38,129%"
1019,5481,"37,895%"
3410,9417,"37,804%"
9011,8973,"37,765%"
2517,5514,"37,700%"
2646,3653,"37,700%"
3026,2796,"37,700%"
3957,2709,"37,700%"
4239,4491,"37,700%"
4667,4884,"37,700%"
8135,9469,"37,700%"
8166,9308,"37,700%"
9750,6930,"37,661%"
1571,1908,"37,635%"
1675,3486,"37,531%"
838,9295,"37,440%"
873,9287,"37,375%"
8369,3727,"37,375%"
9821,9640,"37,317%"
9233,9050,"37,180%"
783,9229,"37,115%"
9473,3727,"37,115%"
1419,1921,"37,096%"
2896,5630,"37,050%"
8088,9469,"36,985%"
1596,1921,"36,920%"
2524,4488,"36,855%"
8594,5588,"36,855%"
2968,3605,"36,771%"
1278,1494,"36,745%"
996,3918,"36,595%"
8282,9291,"36,530%"
2487,5463,"36,400%"
3065,6012,"36,400%"
3237,3468,"36,400%"
3707,10080,"36,400%"
10030,7697,"36,400%"
1705,2967,"36,212%"
610,603,"36,205%"
9891,7067,"36,049%"
8146,9415,"36,010%"
9179,9050,"36,010%"
8137,9415,"35,945%"
7784,7959,"35,835%"
1780,1994,"35,783%"
2771,4148,"35,750%"
3356,2924,"35,750%"
4382,4408,"35,750%"
4592,4025,"35,750%"
4781,3862,"35,750%"
1211,1772,"35,705%"
1565,3141,"35,685%"
4670,10080,"35,555%"
8163,9469,"35,490%"
8517,9138,"35,490%"
8667,8669,"35,230%"
576,8935,"35,100%"
2417,4231,"35,100%"
2440,3918,"35,100%"
3022,4463,"35,100%"
880,3341,"35,035%"
4700,7790,"35,035%"
9674,2709,"34,886%"
9850,9682,"34,821%"
9260,2709,"34,782%"
3259,2894,"34,775%"
8181,7637,"34,775%"
1301,1921,"34,736%"
4631,4698,"34,723%"
8343,8344,"34,710%"
8333,5974,"34,645%"
2426,4367,"34,580%"
2439,6791,"34,515%"
9030,4488,"34,515%"
2836,4373,"34,450%"
3194,5624,"34,450%"
4290,4219,"34,450%"
8392,9242,"34,385%"
1604,1921,"34,379%"
9848,3550,"34,366%"
7665,5811,"34,320%"
1623,1921,"34,307%"
2961,2709,"34,255%"
830,9389,"34,203%"
8212,5365,"33,995%"
9161,3918,"33,995%"
729,7170,"33,956%"
9225,9229,"33,865%"
1306,6304,"33,839%"
1704,2967,"33,820%"
2927,3755,"33,800%"
3695,3605,"33,800%"
3747,2402,"33,800%"
9918,500,"33,800%"
667,5161,"33,755%"
8142,9480,"33,735%"
1454,1595,"33,729%"
8532,8419,"33,670%"
8418,2709,"33,592%"
1251,4202,"33,560%"
8170,9293,"33,475%"
1505,2068,"33,462%"
1528,2243,"33,436%"
2129,1908,"33,436%"
2781,5508,"33,345%"
1273,1467,"33,306%"
904,4570,"33,280%"
960,6987,"33,202%"
73,2869,"33,150%"
557,9620,"33,085%"
8138,9491,"33,085%"
1549,1921,"32,962%"
2765,8555,"32,955%"
3348,3092,"32,890%"
8400,8935,"32,890%"
2606,469,"32,832%"
7641,733,"32,773%"
9152,4386,"32,695%"
9911,7666,"32,637%"
773,9497,"32,630%"
4591,2756,"32,565%"
2256,1968,"32,533%"
2218,1929,"32,513%"
1570,3141,"32,500%"
2581,7413,"32,500%"
2648,2560,"32,500%"
2256,6581,"32,435%"
1051,9566,"32,370%"
612,6695,"32,364%"
2190,1992,"32,253%"
8136,9469,"32,175%"
8161,8935,"32,084%"
8310,4386,"32,045%"
8772,8099,"32,045%"
8521,8523,"31,980%"
8375,7356,"31,915%"
153,3973,"31,850%"
3397,3555,"31,850%"
4102,4237,"31,850%"
4343,4086,"31,850%"
2728,7240,"31,720%"
8668,7581,"31,720%"
1936,6151,"31,714%"
9436,8716,"31,590%"
8846,5971,"31,460%"
1956,1908,"31,408%"
64,3685,"31,395%"
7739,3647,"31,395%"
9621,9662,"31,291%"
1229,2053,"31,278%"
4255,3522,"31,265%"
8514,3918,"31,265%"
74,2810,"31,200%"
80,4168,"31,200%"
2578,10080,"31,200%"
2673,3769,"31,200%"
2695,10080,"31,200%"
3128,3568,"31,200%"
4740,2708,"31,200%"
8402,2967,"31,200%"
8570,8554,"31,135%"
2198,5352,"31,077%"
2278,1908,"31,070%"
8390,2967,"31,070%"
9508,5971,"31,070%"
1962,3877,"31,044%"
8378,9289,"31,005%"
1702,2933,"30,953%"
4771,4771,"30,940%"
8169,8201,"30,875%"
1798,6093,"30,817%"
8410,9533,"30,810%"
1172,1779,"30,726%"
4344,3499,"30,680%"
9144,9111,"30,680%"
2418,2709,"30,550%"
2422,5548,"30,550%"
2468,5638,"30,550%"
2809,4931,"30,550%"
3357,9566,"30,550%"
8382,2709,"30,550%"
1640,2118,"30,531%"
8172,8260,"30,485%"
8331,4875,"30,485%"
1351,1921,"30,427%"
3858,10080,"30,362%"
7765,4794,"30,355%"
8921,4386,"30,290%"
2283,1908,"30,206%"
935,9395,"30,160%"
10053,2869,"30,095%"
8450,2967,"30,030%"
9112,3918,"30,030%"
8168,9285,"29,965%"
1663,1429,"29,900%"
2420,3836,"29,900%"
2424,10080,"29,900%"
2631,3572,"29,900%"
3860,4488,"29,900%"
9066,4570,"29,900%"
8446,2967,"29,835%"
1466,6439,"29,790%"
9662,5576,"29,790%"
9118,3918,"29,718%"
1606,6452,"29,712%"
8452,3134,"29,705%"
2257,1795,"29,634%"
8450,2709,"29,575%"
4283,4401,"29,510%"
4767,4006,"29,510%"
7720,7962,"29,348%"
1020,5971,"29,315%"
8399,9467,"29,315%"
9438,9433,"29,315%"
3548,4363,"29,250%"
3822,2803,"29,250%"
3851,10080,"29,250%"
4287,5112,"29,250%"
4588,4942,"29,250%"
4590,10080,"29,250%"
4635,536,"29,250%"
8691,6661,"29,250%"
1444,1921,"29,224%"
1513,2079,"29,179%"
4051,3877,"29,120%"
4282,3605,"29,120%"
7645,3653,"29,120%"
696,8555,"29,107%"
8390,2709,"29,055%"
8427,9242,"29,055%"
8660,9367,"28,990%"
3271,3467,"28,932%"
9643,5009,"28,873%"
8386,3727,"28,860%"
4283,7425,"28,795%"
8751,9305,"28,795%"
2186,1885,"28,730%"
2945,3023,"28,665%"
2914,6662,"28,600%"
4128,8011,"28,600%"
4336,3827,"28,600%"
4758,10080,"28,600%"
4770,4488,"28,600%"
8134,9490,"28,600%"
9950,4124,"28,600%"
7656,3877,"28,542%"
9015,2709,"28,535%"
9679,9674,"28,516%"
4790,10080,"28,470%"
8809,9246,"28,470%"
922,9221,"28,405%"
879,6411,"28,340%"
919,8747,"28,210%"
9468,9470,"28,145%"
2864,10080,"28,113%"
2687,7310,"28,106%"
55,3778,"27,950%"
68,4169,"27,950%"
80,7197,"27,950%"
632,725,"27,950%"
951,8334,"27,950%"
1332,1921,"27,950%"
2448,4301,"27,950%"
2649,7234,"27,950%"
3011,7947,"27,950%"
4503,4237,"27,950%"
4686,3399,"27,950%"
9835,9816,"27,950%"
1706,8569,"27,905%"
1791,2174,"27,885%"
9120,9109,"27,885%"
2687,11,"27,866%"
1790,2294,"27,820%"
1790,1819,"27,820%"
9050,4386,"27,820%"
1383,1492,"27,749%"
2589,6922,"27,690%"
1661,1493,"27,684%"
1933,1896,"27,684%"
637,718,"27,664%"
9911,2913,"27,658%"
8855,8936,"27,625%"
8644,8720,"27,606%"
8492,8502,"27,495%"
9986,5056,"27,463%"
3339,10080,"27,430%"
8434,5959,"27,430%"
9027,6496,"27,430%"
9986,5839,"27,411%"
3898,5112,"27,365%"
8737,8716,"27,365%"
8782,9108,"27,365%"
8945,8221,"27,365%"
69,4373,"27,300%"
2452,4488,"27,300%"
2479,3193,"27,300%"
2973,4124,"27,300%"
3123,3995,"27,300%"
3399,3134,"27,300%"
3689,7197,"27,300%"
3865,10080,"27,300%"
4684,4237,"27,300%"
8710,8716,"27,235%"
9013,8756,"27,235%"
4328,6863,"27,177%"
1374,1892,"27,112%"
8418,2967,"27,112%"
4771,4771,"27,105%"
8143,9481,"27,105%"
9350,8481,"27,105%"
8771,5966,"27,040%"
1278,1484,"27,008%"
91,3737,"27,000%"
1000,9150,"27,000%"
2422,4139,"27,000%"
2673,3574,"27,000%"
2763,4219,"27,000%"
2780,10080,"27,000%"
2859,2869,"27,000%"
2890,3468,"27,000%"
3149,10080,"27,000%"
3167,4406,"27,000%"
3241,10043,"26,978%"
2791,10080,"26,975%"
3424,4386,"26,975%"
9011,3727,"26,975%"
1965,1885,"26,933%"
819,9308,"26,925%"
898,9307,"26,925%"
1036,9174,"26,925%"
1596,1776,"26,925%"
4677,7303,"26,925%"
8889,457,"26,925%"
9461,8528,"26,925%"
9539,5971,"26,925%"
935,5971,"26,910%"
4281,4169,"26,910%"
4284,4169,"26,910%"
9672,7796,"26,895%"
2108,6452,"26,884%"
9459,8528,"26,880%"
588,9876,"26,858%"
8773,5966,"26,850%"
9446,8646,"26,850%"
4741,3922,"26,845%"
9740,9739,"26,800%"
2236,7900,"26,793%"
2585,4488,"26,780%"
7689,1909,"26,723%"
3588,3129,"26,700%"
8957,3141,"26,700%"
9074,8603,"26,700%"
931,3918,"26,650%"
3939,479,"26,650%"
4120,3555,"26,650%"
8211,8523,"26,625%"
1443,2126,"26,611%"
1458,8200,"26,605%"
1285,1931,"26,598%"
4486,3481,"26,585%"
3218,8581,"26,566%"
8991,9415,"26,550%"
1240,6068,"26,543%"
2679,5553,"26,528%"
1405,4820,"26,527%"
897,9098,"26,520%"
2845,10080,"26,520%"
1199,6288,"26,468%"
3084,4313,"26,455%"
3908,5112,"26,455%"
977,9050,"26,400%"
2676,3143,"26,400%"
4122,6458,"26,400%"
964,6993,"26,390%"
857,9371,"26,325%"
9727,3541,"26,280%"
50,4403,"26,250%"
2669,1921,"26,250%"
2882,3541,"26,250%"
3200,10080,"26,250%"
3293,3801,"26,250%"
3490,6627,"26,250%"
3679,4130,"26,250%"
3820,5112,"26,250%"
4182,4237,"26,250%"
4758,10080,"26,250%"
9157,9108,"26,195%"
8382,2967,"26,175%"
3000,2967,"26,163%"
3418,8129,"26,130%"
1975,2279,"26,111%"
2250,1921,"26,093%"
791,5160,"26,065%"
1918,2295,"26,063%"
9827,7897,"26,033%"
8102,9415,"26,010%"
576,6088,"26,000%"
2461,4834,"26,000%"
2737,3973,"26,000%"
2796,3468,"26,000%"
3021,3567,"26,000%"
3031,4045,"26,000%"
3311,9691,"26,000%"
3870,5623,"26,000%"
4653,3538,"26,000%"
40,4488,"25,950%"
833,9470,"25,950%"
1497,6904,"25,950%"
2217,1766,"25,935%"
2265,5858,"25,916%"
1053,9363,"25,875%"
3634,2959,"25,875%"
2278,1766,"25,870%"
9016,9108,"25,870%"
1367,1973,"25,823%"
887,9336,"25,805%"
8704,9305,"25,805%"
9018,9274,"25,800%"
2238,7961,"25,753%"
883,5971,"25,740%"
8788,9108,"25,740%"
1937,1908,"25,725%"
2605,10080,"25,725%"
9316,8717,"25,725%"
2589,6660,"25,721%"
1475,2126,"25,658%"
1233,1908,"25,635%"
1458,6622,"25,635%"
2077,1908,"25,635%"
9702,7412,"25,617%"
858,4864,"25,610%"
7745,9889,"25,583%"
9442,9441,"25,575%"
1530,2174,"25,545%"
1050,9566,"25,500%"
2455,3979,"25,500%"
2506,4124,"25,500%"
2717,7959,"25,500%"
2898,4350,"25,500%"
3004,4188,"25,500%"
3292,4463,"25,500%"
3292,4350,"25,500%"
3353,3387,"25,500%"
4298,3902,"25,500%"
4447,3827,"25,500%"
4651,5758,"25,500%"
4656,6848,"25,500%"
4732,4229,"25,500%"
9127,4386,"25,500%"
9200,8999,"25,500%"
777,9469,"25,493%"
889,3973,"25,480%"
1571,1766,"25,480%"
4199,4513,"25,480%"
9064,9441,"25,480%"
1257,2270,"25,474%"
615,691,"25,455%"
2119,7562,"25,448%"
8404,9470,"25,425%"
9838,9674,"25,396%"
1475,2118,"25,388%"
1198,6125,"25,373%"
963,4583,"25,350%"
1388,2118,"25,350%"
8384,7754,"25,350%"
9080,3023,"25,350%"
9261,7246,"25,350%"
2448,3134,"25,350%"
2664,4488,"25,350%"
4371,3570,"25,350%"
2568,2756,"25,313%"
8280,9308,"25,285%"
9250,9305,"25,285%"
9912,3570,"25,285%"
8654,9367,"25,275%"
9105,6233,"25,275%"
727,9762,"25,215%"
8273,9284,"25,200%"
8371,9371,"25,200%"
8487,9328,"25,200%"
9457,8528,"25,200%"
1519,1568,"25,178%"
2064,2227,"25,163%"
8244,9293,"25,155%"
8219,2756,"25,125%"
10068,4927,"25,103%"
8091,8746,"25,077%"
1237,2053,"25,050%"
8131,9489,"25,050%"
2099,6652,"25,038%"
8372,2709,"25,025%"
8584,8261,"25,025%"
1207,5300,"25,006%"
1273,6566,"25,005%"
2716,5112,"24,975%"
3434,9291,"24,975%"
8086,5109,"24,975%"
9164,9308,"24,975%"
7654,3653,"24,960%"
8150,9469,"24,960%"
506,2709,"24,960%"
59,2967,"24,900%"
8658,4566,"24,900%"
1956,1766,"24,850%"
9768,9688,"24,843%"
1580,2133,"24,830%"
7906,4302,"24,817%"
698,7163,"24,791%"
851,8419,"24,773%"
3673,6397,"24,765%"
8402,2709,"24,765%"
2640,4430,"24,750%"
2707,4045,"24,750%"
2713,3486,"24,750%"
3026,4567,"24,750%"
3191,3468,"24,750%"
3490,5451,"24,750%"
3531,4513,"24,750%"
3785,4169,"24,750%"
4041,3902,"24,750%"
4249,3605,"24,750%"
4778,167,"24,750%"
8420,3727,"24,750%"
782,4386,"24,700%"
2649,6544,"24,700%"
2668,4045,"24,700%"
3490,6396,"24,700%"
3786,2343,"24,700%"
4174,10080,"24,700%"
4494,4917,"24,700%"
4510,4237,"24,700%"
9887,7168,"24,700%"
8529,8523,"24,675%"
1692,5850,"24,642%"
1472,2174,"24,615%"
1183,1322,"24,608%"
1653,2140,"24,603%"
543,5971,"24,600%"
3293,4476,"24,600%"
8347,5971,"24,600%"
8412,1035,"24,600%"
1055,4574,"24,570%"
3431,7302,"24,570%"
9878,7418,"24,563%"
2190,1980,"24,533%"
8955,4939,"24,525%"
8446,2709,"24,505%"
2202,1989,"24,443%"
8741,4386,"24,440%"
2738,3105,"24,388%"
885,478,"24,375%"
2736,3995,"24,375%"
1494,4202,"24,315%"
2927,4080,"24,308%"
9847,9878,"24,308%"
9877,9686,"24,293%"
3293,7335,"24,245%"
9132,4386,"24,245%"
1049,9566,"24,225%"
2189,2023,"24,210%"
9134,9108,"24,180%"
1046,9440,"24,150%"
2075,1921,"24,122%"
7781,9720,"24,122%"
3673,9743,"24,115%"
8224,3727,"24,115%"
9251,9278,"24,115%"
1441,1968,"24,096%"
965,4574,"24,075%"
4282,4513,"24,075%"
2744,7456,"24,050%"
2777,10114,"24,050%"
3665,4086,"24,050%"
4266,4237,"24,050%"
4658,6778,"24,050%"
8140,9480,"24,050%"
9429,8679,"24,050%"
610,4139,"24,015%"
7674,7595,"24,011%"
71,3741,"24,000%"
2418,3344,"24,000%"
2472,3570,"24,000%"
2609,2766,"24,000%"
2630,6781,"24,000%"
2707,3468,"24,000%"
2764,3008,"24,000%"
2957,7432,"24,000%"
3014,1921,"24,000%"
3066,10080,"24,000%"
3082,3541,"24,000%"
3226,2709,"24,000%"
3404,2967,"24,000%"
3404,2709,"24,000%"
4129,2709,"24,000%"
4160,7419,"24,000%"
583,4406,"23,998%"
8669,7581,"23,985%"
1016,8984,"23,925%"
1050,9470,"23,925%"
2544,4569,"23,920%"
8458,8817,"23,920%"
9190,1042,"23,855%"
8672,9480,"23,850%"
9041,8646,"23,850%"
1677,6146,"23,835%"
1443,2118,"23,828%"
1394,7576,"23,805%"
8709,8720,"23,790%"
2760,9816,"23,725%"
4323,7680,"23,725%"
9156,4386,"23,725%"
872,8692,"23,700%"
9139,8792,"23,700%"
9744,9433,"23,670%"
3411,9469,"23,660%"
1300,7226,"23,654%"
2978,7947,"23,634%"
1018,8646,"23,625%"
1045,8233,"23,595%"
4033,3724,"23,595%"
1249,1908,"23,582%"
8766,8237,"23,550%"
829,2174,"23,530%"
8389,8368,"23,530%"
2208,1908,"23,490%"
2652,4080,"23,475%"
8158,8973,"23,475%"
2006,1766,"23,438%"
7693,3653,"23,415%"
9671,2709,"23,400%"
4014,2967,"23,400%"
4048,8082,"23,400%"
4091,4350,"23,400%"
8724,9285,"23,400%"
8960,8900,"23,400%"
3414,4984,"23,393%"
7676,5898,"23,363%"
4247,4305,"23,340%"
8328,8716,"23,325%"
8793,4386,"23,325%"
4231,5112,"23,288%"
61,4412,"23,250%"
69,4488,"23,250%"
2421,3134,"23,250%"
2506,4406,"23,250%"
2547,7599,"23,250%"
2748,3468,"23,250%"
2832,7324,"23,250%"
2889,7928,"23,250%"
2913,4045,"23,250%"
3002,4188,"23,250%"
3032,4350,"23,250%"
3101,8619,"23,250%"
3371,3859,"23,250%"
3581,7006,"23,250%"
3592,7813,"23,250%"
3861,3605,"23,250%"
4065,2924,"23,250%"
4069,10080,"23,250%"
4091,4350,"23,250%"
4274,10080,"23,250%"
4288,4237,"23,250%"
4322,3825,"23,250%"
4686,2967,"23,250%"
9893,7168,"23,250%"
3909,4513,"23,243%"
1633,4961,"23,175%"
2752,3931,"23,175%"
3496,10080,"23,175%"
2198,7238,"23,153%"
1657,1995,"23,130%"
950,9085,"23,100%"
963,7211,"23,025%"
3412,9284,"23,025%"
3422,9277,"22,950%"
8583,605,"22,950%"
8701,7326,"22,950%"
8843,4386,"22,950%"
1658,1658,"22,890%"
9145,3918,"22,860%"
901,8246,"22,823%"
8380,9566,"22,800%"
9744,7184,"22,733%"
2682,3829,"22,725%"
3427,5971,"22,725%"
8280,9284,"22,725%"
2149,2026,"22,673%"
8798,2756,"22,665%"
853,2967,"22,575%"
1047,9516,"22,575%"
4281,4401,"22,575%"
4284,4334,"22,575%"
10068,6846,"22,568%"
896,3727,"22,500%"
902,2177,"22,500%"
2418,2884,"22,500%"
2559,5248,"22,500%"
2684,4088,"22,500%"
2748,4045,"22,500%"
2948,4305,"22,500%"
3069,3653,"22,500%"
3167,9669,"22,500%"
3240,4080,"22,500%"
3284,1776,"22,500%"
3468,3380,"22,500%"
3484,10080,"22,500%"
3702,4488,"22,500%"
3714,10080,"22,500%"
3994,3776,"22,500%"
4007,3468,"22,500%"
4019,10080,"22,500%"
4294,4488,"22,500%"
4628,5862,"22,500%"
7686,4006,"22,500%"
8372,4882,"22,500%"
8533,8528,"22,500%"
8968,9257,"22,500%"
1686,6479,"22,448%"
859,9523,"22,425%"
8382,8220,"22,425%"
8650,9367,"22,425%"
9067,8973,"22,425%"
9282,942,"22,425%"
9463,9471,"22,425%"
1225,5989,"22,410%"
7832,7878,"22,395%"
1647,4202,"22,388%"
598,9701,"22,380%"
2730,2742,"22,350%"
9043,9274,"22,350%"
9536,9364,"22,350%"
1372,2118,"22,328%"
82,7058,"22,275%"
8675,9546,"22,275%"
9509,5971,"22,275%"
2277,3866,"22,253%"
1580,2174,"22,238%"
992,5381,"22,200%"
9564,9358,"22,200%"
42,4097,"22,178%"
9844,9735,"22,170%"
1972,2282,"22,133%"
4524,4530,"22,133%"
8231,8261,"22,125%"
8463,5650,"22,125%"
1536,2174,"22,118%"
1927,1874,"22,080%"
2059,2036,"22,080%"
8109,9421,"22,050%"
1206,1907,"22,028%"
1241,2053,"22,028%"
4343,3499,"21,975%"
8247,5004,"21,975%"
8293,8545,"21,975%"
8849,9143,"21,975%"
9886,5639,"21,953%"
9626,3466,"21,930%"
797,6604,"21,900%"
3479,4430,"21,900%"
3091,5112,"21,825%"
8458,8174,"21,825%"
8744,9308,"21,825%"
8801,8998,"21,825%"
9458,8528,"21,825%"
7732,2343,"21,818%"
2203,1935,"21,750%"
2451,2367,"21,750%"
2491,4823,"21,750%"
2542,3950,"21,750%"
2685,3949,"21,750%"
2789,2967,"21,750%"
2827,4080,"21,750%"
2863,5095,"21,750%"
2900,7708,"21,750%"
3103,7563,"21,750%"
3129,4268,"21,750%"
3155,3567,"21,750%"
3191,3627,"21,750%"
3498,4021,"21,750%"
3684,10080,"21,750%"
3715,4169,"21,750%"
3747,4237,"21,750%"
3773,4376,"21,750%"
4274,10080,"21,750%"
8190,9284,"21,750%"
9723,9709,"21,750%"
2813,4488,"21,675%"
8187,8334,"21,675%"
